CustomerID,Churn,Tenure,PreferredLoginDevice,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Occupation,FrequencyOfWebsiteVisits
50001,1,2,Tablet,58,Male,Suburban,Platinum,49,10237.70735,Home Goods,2023/2/12,Student,7
50002,1,1,Computer,55,Other,Rural,Platinum,20,633.7578459,Electronics,2023/7/11,Professional,14
50003,0,1,Mobile,54,Male,Suburban,Bronze,87,6106.863181,Home Goods,2023/10/25,Self-Employed,8
50004,0,1,Computer,52,Male,Rural,Platinum,50,4759.407208,Home Goods,2023/4/19,Student,26
50005,0,5,Tablet,67,Male,Rural,Silver,16,7425.915141,Home Goods,2023/11/9,Professional,25
50006,0,4,Computer,63,Other,Urban,Gold,59,26165.38785,Home Goods,2023/5/8,Student,12
50007,0,1,Tablet,27,Other,Rural,Silver,15,2508.606097,Home Goods,2023/2/27,Self-Employed,3
50008,0,5,Mobile,56,Female,Rural,Bronze,12,4461.20936,Clothing,2023/8/13,Self-Employed,12
50009,0,1,Computer,28,Female,Urban,Bronze,9,4465.59359,Electronics,2023/9/8,Self-Employed,3
50010,0,5,Computer,53,Other,Rural,Bronze,40,18588.27231,Home Goods,2023/4/6,Retired,25
50011,0,5,Mobile,41,Other,Rural,Platinum,24,4312.245402,Home Goods,2023/4/23,Retired,27
50012,0,2,Mobile,27,Other,Suburban,Silver,87,27849.1293,Clothing,2023/12/17,Retired,30
50013,0,4,Tablet,39,Male,Suburban,Gold,19,8552.431767,Home Goods,2023/10/12,Professional,26
50014,0,4,Computer,37,Female,Rural,Bronze,17,5453.107616,Electronics,2023/2/13,Self-Employed,20
50015,0,5,Tablet,29,Male,Suburban,Bronze,96,42098.5948,Electronics,2023/12/30,Student,13
50016,0,2,Mobile,33,Female,Suburban,Silver,27,5169.539804,Home Goods,2023/4/25,Self-Employed,18
50017,0,5,Mobile,45,Other,Suburban,Bronze,54,13863.12982,Home Goods,2023/5/5,Retired,17
50018,0,5,Mobile,40,Male,Urban,Silver,100,22410.543,Home Goods,2023/9/1,Retired,14
50019,1,4,Mobile,69,Other,Rural,Gold,40,16157.14108,Clothing,2023/3/2,Retired,14
50020,0,5,Mobile,51,Other,Suburban,Platinum,44,8007.931684,Clothing,2023/2/7,Professional,8
50021,0,1,Tablet,63,Male,Suburban,Platinum,29,10193.76235,Home Goods,2023/2/27,Retired,5
50022,1,5,Mobile,24,Other,Rural,Gold,15,2718.418833,Clothing,2023/11/29,Retired,27
50023,1,5,Mobile,64,Other,Suburban,Silver,49,14741.56425,Clothing,2023/5/2,Self-Employed,10
50024,0,5,Mobile,44,Female,Suburban,Silver,43,3662.191727,Home Goods,2023/10/13,Retired,25
50025,0,2,Mobile,27,Other,Urban,Silver,68,26345.74381,Electronics,2023/1/30,Student,20
50026,0,1,Tablet,50,Female,Urban,Gold,14,3087.47541,Clothing,2023/1/16,Retired,21
50027,0,2,Mobile,67,Female,Urban,Platinum,89,14683.03086,Home Goods,,Retired,19
50028,0,3,Computer,64,Other,Urban,Platinum,98,5264.970252,Clothing,2023/9/29,Student,10
50029,0,3,Computer,31,Female,Suburban,Platinum,29,2504.983016,Clothing,2023/4/20,Student,19
50030,0,5,Mobile,37,Male,Urban,Bronze,55,18448.79168,Electronics,2023/9/28,Self-Employed,3
50031,1,2,Mobile,24,Other,Suburban,Platinum,84,23639.62226,Home Goods,2023/10/22,Retired,15
50032,0,2,Mobile,62,Other,Urban,Bronze,84,32783.42011,Electronics,2023/8/3,Professional,3
50033,1,3,Computer,49,Female,Rural,Gold,99,16510.7674,Home Goods,2023/2/17,Professional,8
50034,0,4,Mobile,58,Male,Rural,Silver,96,45803.41612,Clothing,2023/5/28,Self-Employed,1
50035,0,1,Computer,59,Other,Rural,Platinum,30,1671.290022,Home Goods,2023/10/5,Retired,15
50036,0,2,Mobile,42,Other,Rural,Platinum,39,11761.46369,Home Goods,2023/4/6,Student,9
50037,0,5,Mobile,19,Female,Rural,Platinum,62,23660.35748,Electronics,2023/6/14,Professional,13
50038,0,4,Tablet,35,Other,Suburban,Gold,57,4843.820512,Clothing,2023/1/5,Retired,23
50039,0,4,Mobile,30,Male,Suburban,Gold,14,2776.755905,Electronics,2023/12/17,Retired,21
50040,1,1,Mobile,44,Male,Rural,Silver,21,2628.276827,Home Goods,2023/1/9,Retired,9
50041,0,1,Mobile,53,Other,Rural,Gold,96,44545.01679,Clothing,2023/7/6,Student,16
50042,1,4,Computer,66,Male,Suburban,Bronze,10,3556.29429,Electronics,2023/9/7,Student,22
50043,0,2,Tablet,26,Other,Suburban,Gold,83,37280.94757,Electronics,2023/10/15,Student,7
50044,1,3,Computer,23,Female,Suburban,Bronze,32,5377.83772,Home Goods,2023/10/19,Professional,17
50045,0,3,Computer,37,Other,Rural,Platinum,34,16783.82069,Clothing,2024/1/1,Retired,22
